0.000000000000000000e+00 1.199698585117097149e+00 2.204832764807599599e+00 8.577640021609742149e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00
2.000333388898149767e-02 1.405079699946943483e+00 2.460837891082051421e+00 8.191330348158617269e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00
4.000666777796299534e-02 1.624693195811311774e+00 2.771523654411584658e+00 7.843076410714760804e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00
6.001000166694449300e-02 1.866324165720544936e+00 3.141971313836084079e+00 7.536215842445870727e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00
8.001333555592599067e-02 2.137404481478115681e+00 3.578698471092148559e+00 7.275767169886316665e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00
1.000166694449074883e-01 2.445320151877269144e+00 4.089463645125861468e+00 7.068910001403636123e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00
1.200200033338889860e-01 2.797617587345329060e+00 4.682952813445286466e+00 6.925613296729430601e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00
1.400233372228704698e-01 3.202097682759734276e+00 5.368255948248304321e+00 6.859423662166538982e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00
1.600266711118519813e-01 3.666768044878937705e+00 6.153998262145676357e+00 6.888405064986419468e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800300050008334929e-01 4.199599660328215300e+00 7.046937194360019419e+00 7.036172783161601885e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000333388898149767e-01 4.808004412345739276e+00 8.049779590635367299e+00 7.332868188452032143e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.200366727787964605e-01 5.497916516899827855e+00 9.157937944495913030e+00 7.815750716508613749e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
